STATION;SONDE;DateTime;Latitude;Longitude;Course;Speed;Altitude;Description
SQ3H-17;V2410903;2024-03-29 13:11:36;52.5547;16.768;12;24;133;Clb=-12.3m/s t=15.3C h=39.0% p=991.0hPa 405.100 MHz Type=RS41-SGP ser=V2410903 Radiosonde
SP3QBA-14;V2410903;2024-03-29 13:11:27;52.5545;16.7679;5;26;182;Clb=-12.8m/s p=985.2hPa t=14.6C h=37.1% 405.10MHz Type=RS41-SGP powerup=2h49m39s rx=405100(+1/5)
SP3QBA-14;V2410903;2024-03-29 13:11:26;52.5544;16.7679;1;26;194;Clb=-11.9m/s p=983.8hPa t=14.5C h=36.9% 405.10MHz Type=RS41-SGP batt=2.7V powerup=2h49m38s rx=405100(+1/5)
SP3QBA-14;V2410903;2024-03-29 13:11:25;52.5544;16.7679;360;28;205;Clb=-12.3m/s p=982.5hPa t=14.4C h=37.7% 405.10MHz Type=RS41-SGP TxOff=7h57m powerup=2h49m37s rx=405100(+1/5)
SP3QBA-14;V2410903;2024-03-29 13:11:24;52.5543;16.7679;1;28;217;Clb=-12.3m/s p=980.8hPa t=14.1C h=36.9% 405.10MHz Type=RS41-SGP powerup=2h49m36s rx=405100(+1/5)
SP3QBA-14;V2410903;2024-03-29 13:11:23;52.5542;16.7679;3;28;228;Clb=-11.5m/s p=979.6hPa t=14.0C h=37.1% 405.10MHz Type=RS41-SGP batt=2.7V powerup=2h49m35s rx=405100(+1/5)
SP3QBA-14;V2410903;2024-03-29 13:11:22;52.5542;16.7679;358;26;239;Clb=-10.7m/s p=978.4hPa t=13.9C h=37.4% 405.10MHz Type=RS41-SGP powerup=2h49m34s rx=405100(+1/5)
SP3QBA-14;V2410903;2024-03-29 13:11:21;52.5541;16.7679;357;28;249;Clb=-11.2m/s p=977.2hPa t=13.8C h=37.6% 405.10MHz Type=RS41-SGP powerup=2h49m33s rx=405100(+1/5)
SP3QBA-14;V2410903;2024-03-29 13:11:20;52.554;16.7679;359;28;260;Clb=-11.4m/s p=975.8hPa t=13.7C h=37.8% 405.10MHz Type=RS41-SGP batt=2.7V powerup=2h49m32s rx=405100(+1/5)
SP3QBA-14;V2410903;2024-03-29 13:11:19;52.5539;16.7679;3;28;271;Clb=-11.4m/s p=974.7hPa t=13.6C h=38.1% 405.10MHz Type=RS41-SGP powerup=2h49m31s rx=405100(+1/5)
SP3QBA-14;V2410903;2024-03-29 13:11:18;52.5539;16.7679;1;30;282;Clb=-11.2m/s p=973.4hPa t=13.6C h=38.9% 405.10MHz Type=RS41-SGP powerup=2h49m30s rx=405100(+1/5)
SP3QBA-14;V2410903;2024-03-29 13:11:17;52.5538;16.7679;1;30;293;Clb=-11.1m/s p=972.3hPa t=13.5C h=38.8% 405.10MHz Type=RS41-SGP TxOff=7h58m batt=2.7V powerup=2h49m29s rx=405100(+1/5)
SP3QBA-14;V2410903;2024-03-29 13:11:16;52.5537;16.7679;360;30;304;Clb=-11.2m/s p=971.1hPa t=13.4C h=39.3% 405.10MHz Type=RS41-SGP powerup=2h49m28s rx=405100(+1/5)
SP3QBA-14;V2410903;2024-03-29 13:11:15;52.5536;16.7679;5;31;315;Clb=-12.2m/s p=969.8hPa t=13.3C h=39.5% 405.10MHz Type=RS41-SGP powerup=2h49m27s rx=405100(+1/5)
SP3QBA-14;V2410903;2024-03-29 13:11:14;52.5536;16.7679;6;28;327;Clb=-12.9m/s p=968.6hPa t=13.2C h=39.7% 405.10MHz Type=RS41-SGP batt=2.7V powerup=2h49m26s rx=405100(+1/5)
SP3QBA-14;V2410903;2024-03-29 13:11:13;52.5535;16.7679;3;33;340;Clb=-12.5m/s p=966.9hPa t=13.0C h=39.8% 405.10MHz Type=RS41-SGP powerup=2h49m25s rx=405100(+1/5)
SP3QBA-14;V2410903;2024-03-29 13:11:12;52.5534;16.7679;8;33;351;Clb=-12.2m/s p=965.5hPa t=12.9C h=40.3% 405.10MHz Type=RS41-SGP powerup=2h49m24s rx=405100(+1/5)
SP3QBA-14;V2410903;2024-03-29 13:11:11;52.5533;16.7679;9;31;363;Clb=-12.1m/s p=963.9hPa t=12.8C h=40.4% 405.10MHz Type=RS41-SGP batt=2.7V powerup=2h49m23s rx=405100(+1/5)
SP3QBA-14;V2410903;2024-03-29 13:11:10;52.5532;16.7679;3;35;374;Clb=-11.4m/s p=962.7hPa t=12.7C h=40.4% 405.10MHz Type=RS41-SGP powerup=2h49m22s rx=405100(+1/5)
SP3QBA-14;V2410903;2024-03-29 13:11:09;52.5532;16.7679;5;35;385;Clb=-11.5m/s p=961.5hPa t=12.5C h=40.7% 405.10MHz Type=RS41-SGP TxOff=7h58m powerup=2h49m21s rx=405100(+1/5)
SP3QBA-14;V2410903;2024-03-29 13:11:08;52.5531;16.7678;11;33;396;Clb=-11.7m/s p=960.3hPa t=12.4C h=40.6% 405.10MHz Type=RS41-SGP batt=2.7V powerup=2h49m20s rx=405100(+1/5)
SP3QBA-14;V2410903;2024-03-29 13:11:07;52.553;16.7678;12;31;408;Clb=-11.8m/s p=958.8hPa t=12.4C h=41.7% 405.10MHz Type=RS41-SGP powerup=2h49m19s rx=405100(+1/5)
SP3QBA-14;V2410903;2024-03-29 13:11:06;52.5529;16.7678;12;28;419;Clb=-12.1m/s p=957.5hPa t=12.3C h=41.8% 405.10MHz Type=RS41-SGP powerup=2h49m18s rx=405100(+1/5)
SP3QBA-14;V2410903;2024-03-29 13:11:05;52.5528;16.7678;9;30;431;Clb=-12.8m/s p=956.2hPa t=12.1C h=42.1% 405.10MHz Type=RS41-SGP batt=2.6V powerup=2h49m17s rx=405100(+1/5)
SP3QBA-14;V2410903;2024-03-29 13:11:04;52.5528;16.7678;2;31;443;Clb=-12.3m/s p=954.7hPa t=12.0C h=41.7% 405.10MHz Type=RS41-SGP powerup=2h49m16s rx=405100(+1/5)
SP3QBA-14;V2410903;2024-03-29 13:11:03;52.5527;16.7677;4;31;455;Clb=-12.5m/s p=953.3hPa t=11.8C h=41.7% 405.10MHz Type=RS41-SGP powerup=2h49m15s rx=405100(+1/5)
SP3QBA-14;V2410903;2024-03-29 13:11:02;52.5526;16.7677;8;31;467;Clb=-12.4m/s p=951.8hPa t=11.7C h=42.5% 405.10MHz Type=RS41-SGP batt=2.7V powerup=2h49m14s rx=405100(+1/5)
SP3QBA-14;V2410903;2024-03-29 13:11:01;52.5525;16.7677;8;33;479;Clb=-12.3m/s p=950.6hPa t=11.6C h=42.7% 405.10MHz Type=RS41-SGP TxOff=7h58m powerup=2h49m13s rx=405100(+1/5)
SP3WXH-11;V2410903;2024-03-29 13:11:00;52.5524;16.7677;9;30;491;Clb=-11.6m/s p=949.1hPa t=11.5C h=42.7% 405.10MHz Type=RS41-SGP TxOff=7h58m OG=375m dist=66.419 rx=405100(+2/5)
SP3QBA-14;V2410903;2024-03-29 13:10:59;52.5524;16.7677;9;26;502;Clb=-11.8m/s p=948.0hPa t=11.4C h=43.0% 405.10MHz Type=RS41-SGP batt=2.6V powerup=2h49m11s rx=405100(+0/5)
SP3QBA-14;V2410903;2024-03-29 13:10:58;52.5523;16.7677;8;28;514;Clb=-11.6m/s p=946.6hPa t=11.2C h=43.3% 405.10MHz Type=RS41-SGP powerup=2h49m10s rx=405100(+0/5)
SP3QBA-14;V2410903;2024-03-29 13:10:57;52.5522;16.7677;7;30;525;Clb=-11.9m/s p=945.4hPa t=11.1C h=43.6% 405.10MHz Type=RS41-SGP powerup=2h49m09s rx=405100(+0/5)
SP3QBA-14;V2410903;2024-03-29 13:10:56;52.5522;16.7676;4;31;536;Clb=-12.1m/s p=944.2hPa t=11.0C h=43.7% 405.10MHz Type=RS41-SGP batt=2.7V powerup=2h49m08s rx=405100(+0/5)
SP3QBA-14;V2410903;2024-03-29 13:10:55;52.5521;16.7676;3;33;548;Clb=-11.6m/s p=942.8hPa t=10.9C h=44.0% 405.10MHz Type=RS41-SGP powerup=2h49m07s rx=405100(+0/5)
SP3QBA-14;V2410903;2024-03-29 13:10:54;52.552;16.7676;4;33;559;Clb=-11.8m/s p=941.4hPa t=10.8C h=44.1% 405.10MHz Type=RS41-SGP powerup=2h49m06s rx=405100(+0/5)
SP3QBA-14;V2410903;2024-03-29 13:10:53;52.5519;16.7676;5;33;571;Clb=-12.4m/s p=940.1hPa t=10.7C h=44.6% 405.10MHz Type=RS41-SGP TxOff=7h58m batt=2.7V powerup=2h49m05s rx=405100(+0/5)
SP3CET;V2410903;2024-03-29 13:10:52;52.5518;16.7676;8;31;595;Clb=-12.5m/s t=10.5C h=44.6% p=937.7hPa 405.102 MHz Type=RS41-SGP ser=V2410903 Radiosonde
SP3QBA-14;V2410903;2024-03-29 13:10:51;52.5517;16.7676;9;33;595;Clb=-12.4m/s p=937.6hPa t=10.4C h=45.1% 405.10MHz Type=RS41-SGP powerup=2h49m03s rx=405100(+0/5)
SP3QBA-14;V2410903;2024-03-29 13:10:50;52.5517;16.7676;11;33;607;Clb=-13.1m/s p=936.1hPa t=10.3C h=45.4% 405.10MHz Type=RS41-SGP batt=2.7V powerup=2h49m02s rx=405100(+0/5)
SP3QBA-14;V2410903;2024-03-29 13:10:49;52.5516;16.7675;10;30;619;Clb=-12.9m/s p=934.8hPa t=10.2C h=45.8% 405.10MHz Type=RS41-SGP powerup=2h49m01s rx=405100(+0/5)
SP3QBA-14;V2410903;2024-03-29 13:10:48;52.5515;16.7675;5;33;632;Clb=-12.5m/s p=933.4hPa t=10.1C h=45.9% 405.10MHz Type=RS41-SGP powerup=2h49m00s rx=405100(+0/5)
SP3QBA-14;V2410903;2024-03-29 13:10:47;52.5514;16.7675;6;35;644;Clb=-12.3m/s p=932.0hPa t=10.0C h=46.5% 405.10MHz Type=RS41-SGP batt=2.7V powerup=2h48m59s rx=405100(+0/5)
SP3QBA-14;V2410903;2024-03-29 13:10:46;52.5513;16.7675;8;35;656;Clb=-12.2m/s p=930.6hPa t=9.8C h=46.8% 405.10MHz Type=RS41-SGP powerup=2h48m58s rx=405100(+0/5)
SP3QBA-14;V2410903;2024-03-29 13:10:45;52.5513;16.7675;10;35;667;Clb=-10.6m/s p=929.3hPa t=9.7C h=47.1% 405.10MHz Type=RS41-SGP TxOff=7h58m powerup=2h48m57s rx=405100(+0/5)
