STATION;SONDE;DateTime;Latitude;Longitude;Course;Speed;Altitude;Description
KMP56-14;V3742166;2024-06-08 19:59:56;52.5792;16.6496;318;19;123;Clb=-3.0m/s t=19.5C h=64.3% p=994.5hPa 405.100 MHz Type=RS41-SGP ser=V3742166 Radiosonde
SQ3H-17;V3742166;2024-06-08 19:59:30;52.5786;16.6503;323;28;158;Clb=-3.4m/s t=20.6C h=58.3% p=990.2hPa 405.100 MHz Type=RS41-SGP ser=V3742166 Radiosonde
KMP56-14;V3742166;2024-06-08 19:59:25;52.5783;16.6507;320;30;175;Clb=-3.3m/s t=21.0C h=56.7% p=988.4hPa 405.100 MHz Type=RS41-SGP ser=V3742166 Radiosonde
SP3QBA-14;V3742166;2024-06-08 19:59:20;52.5781;16.651;326;35;188;Clb=-3.3m/s p=986.9hPa t=20.9C h=56.7% 405.10MHz Type=RS41-SGP powerup=3h44m59s rx=405100(+0/5)
SP3QBA-14;V3742166;2024-06-08 19:59:14;52.5776;16.6514;329;37;208;Clb=-3.2m/s p=984.5hPa t=21.0C h=55.8% 405.10MHz Type=RS41-SGP powerup=3h44m53s rx=405100(+0/5)
SP3QBA-14;V3742166;2024-06-08 19:59:12;52.5774;16.6516;332;37;215;Clb=-3.3m/s p=983.9hPa t=21.0C h=55.8% 405.10MHz Type=RS41-SGP batt=2.7V powerup=3h44m51s rx=405100(+0/5)
SQ3KNO-15;V3742166;2024-06-08 19:59:11;52.5774;16.6517;331;37;218;Clb=-3.3m/s t=21.1C h=55.7% p=983.5hPa 405.100 MHz Type=RS41-SGP ser=V3742166 Radiosonde
SP3QBA-14;V3742166;2024-06-08 19:59:10;52.5773;16.6517;332;37;221;Clb=-3.0m/s p=983.3hPa t=21.1C h=55.1% 405.10MHz Type=RS41-SGP TxOff=7h13m powerup=3h44m49s rx=405100(+0/5)
SP3QBA-14;V3742166;2024-06-08 19:59:06;52.5769;16.652;334;39;234;Clb=-3.3m/s p=981.7hPa t=21.1C h=54.8% 405.10MHz Type=RS41-SGP batt=2.7V powerup=3h44m45s rx=405100(+0/5)
SP3QBA-14;V3742166;2024-06-08 19:59:05;52.5769;16.6521;335;39;237;Clb=-3.3m/s p=981.3hPa t=21.1C h=54.7% 405.10MHz Type=RS41-SGP powerup=3h44m44s rx=405100(+0/5)
SP3QBA-14;V3742166;2024-06-08 19:59:04;52.5768;16.6522;336;39;241;Clb=-3.5m/s p=981.1hPa t=21.1C h=54.8% 405.10MHz Type=RS41-SGP powerup=3h44m43s rx=405100(+0/5)
SP3QBA-14;V3742166;2024-06-08 19:59:03;52.5767;16.6522;335;39;244;Clb=-3.1m/s p=980.5hPa t=21.0C h=54.8% 405.10MHz Type=RS41-SGP batt=2.7V powerup=3h44m42s rx=405100(+0/5)
SP3QBA-14;V3742166;2024-06-08 19:59:02;52.5766;16.6523;336;39;247;Clb=-3.3m/s p=980.0hPa t=21.1C h=54.8% 405.10MHz Type=RS41-SGP powerup=3h44m41s rx=405100(+0/5)
SP3QBA-14;V3742166;2024-06-08 19:59:01;52.5765;16.6524;338;39;250;Clb=-3.3m/s p=979.8hPa t=21.1C h=54.2% 405.10MHz Type=RS41-SGP powerup=3h44m40s rx=405100(+0/5)
SP3QBA-14;V3742166;2024-06-08 19:59:00;52.5764;16.6524;341;39;254;Clb=-3.2m/s p=979.5hPa t=21.3C h=53.6% 405.10MHz Type=RS41-SGP batt=2.7V powerup=3h44m39s rx=405100(+0/5)
SP3QBA-14;V3742166;2024-06-08 19:58:59;52.5763;16.6525;340;37;257;Clb=-3.1m/s p=979.2hPa t=21.3C h=53.0% 405.10MHz Type=RS41-SGP TxOff=7h13m powerup=3h44m38s rx=405100(+0/5)
SP3QBA-14;V3742166;2024-06-08 19:58:58;52.5762;16.6525;339;39;260;Clb=-3.1m/s p=978.8hPa t=21.4C h=52.9% 405.10MHz Type=RS41-SGP powerup=3h44m37s rx=405100(+0/5)
SP3QBA-14;V3742166;2024-06-08 19:58:57;52.5761;16.6526;335;41;263;Clb=-2.7m/s p=978.5hPa t=21.4C h=52.6% 405.10MHz Type=RS41-SGP batt=2.7V powerup=3h44m36s rx=405100(+0/5)
SP3QBA-14;V3742166;2024-06-08 19:58:56;52.5761;16.6527;334;43;265;Clb=-2.8m/s p=978.1hPa t=21.4C h=52.5% 405.10MHz Type=RS41-SGP powerup=3h44m35s rx=405100(+0/5)
SP3QBA-14;V3742166;2024-06-08 19:58:55;52.576;16.6528;334;44;269;Clb=-3.3m/s p=977.7hPa t=21.5C h=52.1% 405.10MHz Type=RS41-SGP powerup=3h44m34s rx=405100(+0/5)
SP3QBA-14;V3742166;2024-06-08 19:58:54;52.5759;16.6528;335;44;271;Clb=-3.0m/s p=977.4hPa t=21.5C h=51.5% 405.10MHz Type=RS41-SGP batt=2.7V powerup=3h44m33s rx=405100(+0/5)
SP3QBA-14;V3742166;2024-06-08 19:58:53;52.5758;16.6529;336;46;274;Clb=-3.3m/s p=977.2hPa t=21.5C h=51.4% 405.10MHz Type=RS41-SGP powerup=3h44m32s rx=405100(+0/5)
SP3QBA-14;V3742166;2024-06-08 19:58:52;52.5757;16.653;337;46;277;Clb=-3.4m/s p=976.8hPa t=21.5C h=51.3% 405.10MHz Type=RS41-SGP powerup=3h44m31s rx=405100(+0/5)
SP3QBA-14;V3742166;2024-06-08 19:58:51;52.5755;16.6531;339;46;280;Clb=-3.1m/s p=976.4hPa t=21.5C h=51.4% 405.10MHz Type=RS41-SGP TxOff=7h14m batt=2.7V powerup=3h44m30s rx=405100(+0/5)
SP3QBA-14;V3742166;2024-06-08 19:58:50;52.5754;16.6531;341;46;284;Clb=-3.2m/s p=976.0hPa t=21.5C h=51.4% 405.10MHz Type=RS41-SGP powerup=3h44m29s rx=405100(+0/5)
SP3QBA-14;V3742166;2024-06-08 19:58:49;52.5753;16.6532;343;46;287;Clb=-2.8m/s p=975.4hPa t=21.5C h=51.2% 405.10MHz Type=RS41-SGP powerup=3h44m28s rx=405100(+0/5)
SP3QBA-14;V3742166;2024-06-08 19:58:48;52.5752;16.6532;345;46;290;Clb=-2.7m/s p=975.3hPa t=21.5C h=51.2% 405.10MHz Type=RS41-SGP batt=2.7V powerup=3h44m27s rx=405100(+0/5)
SP3QBA-14;V3742166;2024-06-08 19:58:47;52.5751;16.6533;346;44;293;Clb=-3.5m/s p=975.0hPa t=21.5C h=50.6% 405.10MHz Type=RS41-SGP powerup=3h44m26s rx=405100(+0/5)
SP3QBA-14;V3742166;2024-06-08 19:58:46;52.575;16.6533;348;44;296;Clb=-3.3m/s p=974.5hPa t=21.5C h=50.6% 405.10MHz Type=RS41-SGP powerup=3h44m25s rx=405100(+0/5)
SP3QBA-14;V3742166;2024-06-08 19:58:45;52.5749;16.6534;349;44;299;Clb=-3.4m/s p=974.3hPa t=21.5C h=50.4% 405.10MHz Type=RS41-SGP batt=2.7V powerup=3h44m24s rx=405100(+0/5)
SP3QBA-14;V3742166;2024-06-08 19:58:44;52.5748;16.6534;350;43;303;Clb=-3.2m/s p=973.8hPa t=21.5C h=50.1% 405.10MHz Type=RS41-SGP powerup=3h44m23s rx=405100(+0/5)
SP3QBA-14;V3742166;2024-06-08 19:58:43;52.5747;16.6534;351;41;306;Clb=-3.1m/s p=973.3hPa t=21.6C h=50.0% 405.10MHz Type=RS41-SGP TxOff=7h14m powerup=3h44m22s rx=405100(+0/5)
SP3QBA-14;V3742166;2024-06-08 19:58:42;52.5746;16.6535;350;39;309;Clb=-3.2m/s p=973.2hPa t=21.6C h=49.6% 405.10MHz Type=RS41-SGP batt=2.7V powerup=3h44m21s rx=405100(+0/5)
SP3QBA-14;V3742166;2024-06-08 19:58:41;52.5745;16.6535;349;39;312;Clb=-3.1m/s p=972.8hPa t=21.6C h=49.6% 405.10MHz Type=RS41-SGP powerup=3h44m20s rx=405100(+0/5)
SQ3KNO-15;V3742166;2024-06-08 19:58:40;52.5743;16.6536;343;37;317;Clb=-2.9m/s t=21.6C h=49.3% p=972.0hPa 405.100 MHz Type=RS41-SGP ser=V3742166 Radiosonde
SP3QBA-14;V3742166;2024-06-08 19:58:39;52.5743;16.6536;344;39;317;Clb=-2.9m/s p=972.0hPa t=21.6C h=49.3% 405.10MHz Type=RS41-SGP batt=2.7V powerup=3h44m18s rx=405100(+0/5)
SP3QBA-14;V3742166;2024-06-08 19:58:38;52.5742;16.6536;343;41;320;Clb=-3.0m/s p=971.8hPa t=21.6C h=49.2% 405.10MHz Type=RS41-SGP powerup=3h44m17s rx=405100(+0/5)
