STATION;SONDE;DateTime;Latitude;Longitude;Course;Speed;Altitude;Description
SQ3H-17;V1940765;2024-02-27 14:09:37;52.4788;16.7117;236;2;156;Clb=-2.3m/s t=7.2C h=99.2% p=998.8hPa 405.100 MHz Type=RS41-SGP ser=V1940765 Radiosonde
SP3WRO-14;V1940765;2024-02-27 14:09:14;52.4789;16.712;240;13;176;Clb=-2.6m/s p=996.2hPa t=7.0C h=99.2% 405.100MHz Type=RS41-SGP TxOff=6h52m rdzTTGOsonde
SQ3H-17;V1940765;2024-02-27 14:09:06;52.4791;16.7124;211;17;194;Clb=-2.0m/s t=6.9C h=100.0% p=993.9hPa 405.100 MHz Type=RS41-SGP ser=V1940765 Radiosonde
SP3WRO-14;V1940765;2024-02-27 14:08:54;52.4795;16.7126;170;17;215;Clb=-1.9m/s p=991.3hPa t=6.8C h=100.0% 405.100MHz Type=RS41-SGP TxOff=6h53m rdzTTGOsonde
SQ3RAX-15;V1940765;2024-02-27 14:08:38;52.48;16.7123;171;17;247;Clb=-2.0m/s p=987.9hPa t=6.6C h=101.0% 405.100MHz Type=RS41-SGP TxOff=6h53m rdzTTGOsonde
SQ3H-17;V1940765;2024-02-27 14:08:35;52.4802;16.7122;177;17;257;Clb=-2.4m/s t=6.6C h=100.0% p=986.6hPa 405.100 MHz Type=RS41-SGP ser=V1940765 Radiosonde
SQ3KNO-15;V1940765;2024-02-27 14:08:34;52.4802;16.7122;177;17;257;Clb=-2.4m/s t=6.6C h=100.0% p=986.6hPa 405.100 MHz Type=RS41-SGP ser=V1940765 Radiosonde
SP3WRO-14;V1940765;2024-02-27 14:08:33;52.4802;16.7122;179;19;257;Clb=-2.4m/s p=986.6hPa t=6.6C h=101.0% 405.100MHz Type=RS41-SGP TxOff=6h53m rdzTTGOsonde
SQ3RAX-14;V1940765;2024-02-27 14:08:29;52.4806;16.7121;159;13;272;Clb=-1.9m/s t=6.5C h=100.0% p=984.6hPa 405.100 MHz Type=RS41-SGP ser=V1940765 Radiosonde
SQ3RAX-15;V1940765;2024-02-27 14:08:17;52.4807;16.7121;221;6;286;Clb=-1.9m/s p=982.9hPa t=6.4C h=101.7% 405.100MHz Type=RS41-SGP TxOff=6h53m rdzTTGOsonde
SP3WRO-14;V1940765;2024-02-27 14:08:13;52.4807;16.7122;251;6;293;Clb=-1.8m/s p=982.1hPa t=6.4C h=102.8% 405.100MHz Type=RS41-SGP TxOff=6h53m rdzTTGOsonde
SQ3H-17;V1940765;2024-02-27 14:08:04;52.4808;16.7125;256;6;318;Clb=-2.5m/s t=6.2C h=100.0% p=979.0hPa 405.100 MHz Type=RS41-SGP ser=V1940765 Radiosonde
SQ3KNO-15;V1940765;2024-02-27 14:08:03;52.4808;16.7125;256;6;318;Clb=-2.5m/s t=6.2C h=100.0% p=979.0hPa 405.100 MHz Type=RS41-SGP ser=V1940765 Radiosonde
SQ3RAX-14;V1940765;2024-02-27 14:07:57;52.4808;16.7127;252;13;332;Clb=-2.2m/s t=6.2C h=100.0% p=977.4hPa 405.100 MHz Type=RS41-SGP ser=V1940765 Radiosonde
SQ3RAX-15;V1940765;2024-02-27 14:07:56;52.4808;16.7127;254;13;332;Clb=-2.2m/s p=977.4hPa t=6.2C h=103.1% 405.100MHz Type=RS41-SGP TxOff=6h53m rdzTTGOsonde
SP3WRO-14;V1940765;2024-02-27 14:07:52;52.4809;16.7129;233;17;341;Clb=-2.2m/s p=976.5hPa t=6.1C h=105.0% 405.100MHz Type=RS41-SGP TxOff=6h53m rdzTTGOsonde
SQ3RAX-15;V1940765;2024-02-27 14:07:36;52.4815;16.7135;210;19;377;Clb=-2.1m/s p=972.3hPa t=5.9C h=105.1% 405.100MHz Type=RS41-SGP TxOff=6h53m rdzTTGOsonde
HARRA2-14;V1940765;2024-02-27 14:07:34;52.4816;16.7136;206;19;383;Clb=-1.8m/s p=971.5hPa t=5.9C 405.10MHz Type=RS41-SGP Szczegoly na http://radiosondy.info
SQ3H-17;V1940765;2024-02-27 14:07:33;52.4817;16.7137;208;17;386;Clb=-1.9m/s t=5.9C h=100.0% p=971.1hPa 405.100 MHz Type=RS41-SGP ser=V1940765 Radiosonde
SQ3KNO-15;V1940765;2024-02-27 14:07:32;52.4817;16.7137;208;17;386;Clb=-1.9m/s t=5.9C h=100.0% p=971.1hPa 405.100 MHz Type=RS41-SGP ser=V1940765 Radiosonde
SP3WRO-14;V1940765;2024-02-27 14:07:31;52.4817;16.7137;210;17;386;Clb=-1.9m/s p=971.1hPa t=5.9C h=104.6% 405.100MHz Type=RS41-SGP TxOff=6h54m rdzTTGOsonde
SQ3RAX-14;V1940765;2024-02-27 14:07:26;52.4819;16.714;222;17;401;Clb=-2.2m/s t=5.8C h=100.0% p=969.4hPa 405.100 MHz Type=RS41-SGP ser=V1940765 Radiosonde
HARRA2-14;V1940765;2024-02-27 14:07:20;52.4821;16.7143;237;19;415;Clb=-2.7m/s p=967.7hPa t=5.7C 405.10MHz Type=RS41-SGP batt=2.7V Szczegoly na http://radiosondy.info
SP3RAT-14;V1940765;2024-02-27 14:07:18;52.4822;16.7145;247;19;423;Clb=-2.9m/s t=5.7C h=100.0% p=966.8hPa 405.100 MHz Type=RS41-SGP ser=V1940765 Radiosonde
SQ3RAX-15;V1940765;2024-02-27 14:07:16;52.4822;16.7145;249;19;423;Clb=-2.9m/s p=966.8hPa t=5.7C h=105.3% 405.100MHz Type=RS41-SGP TxOff=6h54m rdzTTGOsonde
HARRA2-14;V1940765;2024-02-27 14:07:14;52.4822;16.7147;261;17;431;Clb=-2.4m/s p=965.6hPa t=5.6C 405.10MHz Type=RS41-SGP TxOff=6h54m Szczegoly na http://radiosondy.info
SP3WRO-14;V1940765;2024-02-27 14:07:10;52.4822;16.7149;266;15;438;Clb=-2.3m/s p=964.9hPa t=5.6C h=104.7% 405.100MHz Type=RS41-SGP TxOff=6h54m rdzTTGOsonde
HARRA2-14;V1940765;2024-02-27 14:07:08;52.4822;16.7151;272;13;445;Clb=-2.4m/s p=964.0hPa t=5.5C 405.10MHz Type=RS41-SGP Szczegoly na http://radiosondy.info
HARRA2-14;V1940765;2024-02-27 14:07:02;52.4822;16.7154;272;11;460;Clb=-2.2m/s p=962.5hPa t=5.5C 405.10MHz Type=RS41-SGP batt=2.7V Szczegoly na http://radiosondy.info
SQ3KNO-15;V1940765;2024-02-27 14:07:01;52.4822;16.7155;271;9;464;Clb=-2.0m/s t=5.5C h=100.0% p=961.8hPa 405.100 MHz Type=RS41-SGP ser=V1940765 Radiosonde
HARRA2-14;V1940765;2024-02-27 14:06:56;52.4822;16.7156;280;11;473;Clb=-2.1m/s p=960.9hPa t=5.4C 405.10MHz Type=RS41-SGP Szczegoly na http://radiosondy.info
SQ3RAX-14;V1940765;2024-02-27 14:06:55;52.4822;16.7157;272;9;475;Clb=-2.0m/s t=5.4C h=100.0% p=960.8hPa 405.100 MHz Type=RS41-SGP ser=V1940765 Radiosonde
SP3WRO-14;V1940765;2024-02-27 14:06:50;52.4822;16.7158;287;9;483;Clb=-2.1m/s p=959.8hPa t=5.4C h=106.1% 405.100MHz Type=RS41-SGP TxOff=6h54m rdzTTGOsonde
SP3RAT-14;V1940765;2024-02-27 14:06:47;52.4822;16.716;286;9;491;Clb=-1.8m/s t=5.3C h=100.0% p=958.9hPa 405.100 MHz Type=RS41-SGP ser=V1940765 Radiosonde
HARRA2-14;V1940765;2024-02-27 14:06:44;52.4822;16.7161;290;13;497;Clb=-2.2m/s p=958.2hPa t=5.3C 405.10MHz Type=RS41-SGP batt=2.7V Szczegoly na http://radiosondy.info
SQ3RAX-15;V1940765;2024-02-27 14:06:34;52.4822;16.7166;255;17;515;Clb=-1.7m/s p=956.2hPa t=5.2C h=110.5% 405.100MHz Type=RS41-SGP TxOff=6h55m rdzTTGOsonde
SQ3H-17;V1940765;2024-02-27 14:06:31;52.4822;16.7169;260;15;525;Clb=-1.8m/s t=5.1C h=100.0% p=954.9hPa 405.100 MHz Type=RS41-SGP ser=V1940765 Radiosonde
SQ3KNO-15;V1940765;2024-02-27 14:06:30;52.4822;16.7169;260;15;525;Clb=-1.8m/s t=5.1C h=100.0% p=954.9hPa 405.100 MHz Type=RS41-SGP ser=V1940765 Radiosonde
SP3WRO-14;V1940765;2024-02-27 14:06:29;52.4822;16.7169;262;17;525;Clb=-1.8m/s p=954.9hPa t=5.2C h=110.4% 405.100MHz Type=RS41-SGP TxOff=6h55m rdzTTGOsonde
SQ3RAX-14;V1940765;2024-02-27 14:06:24;52.4822;16.7173;264;15;536;Clb=-2.1m/s t=5.1C h=100.0% p=953.4hPa 405.100 MHz Type=RS41-SGP ser=V1940765 Radiosonde
SP3RAT-14;V1940765;2024-02-27 14:06:16;52.4823;16.7178;241;17;551;Clb=-1.7m/s t=5.0C h=100.0% p=951.8hPa 405.100 MHz Type=RS41-SGP ser=V1940765 Radiosonde
SQ3RAX-15;V1940765;2024-02-27 14:06:13;52.4824;16.718;242;17;555;Clb=-1.8m/s p=951.4hPa t=5.0C h=114.8% 405.100MHz Type=RS41-SGP TxOff=6h55m rdzTTGOsonde
SP3WRO-14;V1940765;2024-02-27 14:06:08;52.4825;16.7183;236;19;563;Clb=-1.6m/s p=950.2hPa t=4.9C h=116.2% 405.100MHz Type=RS41-SGP TxOff=6h55m rdzTTGOsonde
SP3WXH-11;V1940765;2024-02-27 14:06:07;52.4825;16.7184;234;17;567;Clb=-1.8m/s p=949.8hPa t=4.9C 405.10MHz Type=RS41-SGP OG=447m dist=74.085 rx=405100(+1/5)
SP3WXH-11;V1940765;2024-02-27 14:06:05;52.4826;16.7185;228;17;570;Clb=-1.6m/s p=949.5hPa t=4.8C 405.10MHz Type=RS41-SGP batt=2.7V OG=450m dist=74.079 rx=405100(+1/5)
SP3WXH-11;V1940765;2024-02-27 14:06:03;52.4826;16.7186;218;15;574;Clb=-1.9m/s p=949.1hPa t=4.8C 405.10MHz Type=RS41-SGP TxOff=6h55m OG=454m dist=74.073 rx=405100(+1/5)
