STATION;SONDE;DateTime;Latitude;Longitude;Course;Speed;Altitude;Description
SQ3KNO-15;V5241124;2024-04-16 13:44:33;52.5047;16.4009;55;19;154;Clb=-3.3m/s t=8.3C h=72.3% p=983.9hPa 405.100 MHz Type=RS41-SGP ser=V5241124 Radiosonde
SQ3KNO-15;V5241124;2024-04-16 13:44:02;52.5044;16.4;55;26;192;Clb=-3.8m/s t=7.9C h=72.6% p=979.2hPa 405.100 MHz Type=RS41-SGP ser=V5241124 Radiosonde
SP3WRO-14;V5241124;2024-04-16 13:43:56;52.5042;16.3996;61;28;212;Clb=-4.4m/s p=976.8hPa t=7.6C h=73.6% 405.100MHz Type=RS41-SGP TxOff=7h21m rdzTTGOsonde
SQ3RAX-15;V5241124;2024-04-16 13:43:52;52.5041;16.3992;66;30;230;Clb=-4.6m/s p=974.5hPa t=7.4C h=72.3% 405.100MHz Type=RS41-SGP TxOff=7h21m rdzTTGOsonde
SQ3RAX-14;V5241124;2024-04-16 13:43:38;52.5035;16.3975;62;33;293;Clb=-4.2m/s t=6.8C h=74.2% p=967.0hPa 405.100 MHz Type=RS41-SGP ser=V5241124 Radiosonde
SP3WRO-14;V5241124;2024-04-16 13:43:36;52.5035;16.3975;63;33;293;Clb=-4.2m/s p=967.0hPa t=6.8C h=74.2% 405.100MHz Type=RS41-SGP TxOff=7h21m rdzTTGOsonde
SP3QBA-14;V5241124;2024-04-16 13:43:35;52.5034;16.3972;63;33;301;Clb=-4.2m/s p=966.0hPa t=6.6C h=75.4% 405.10MHz Type=RS41-SGP batt=2.6V powerup=3h41m00s rx=405100(-1/5)
KMP56-14;V5241124;2024-04-16 13:43:34;52.5034;16.397;64;33;309;Clb=-4.4m/s t=6.6C h=74.4% p=965.2hPa 405.100 MHz Type=RS41-SGP ser=V5241124 Radiosonde
SP3QBA-14;V5241124;2024-04-16 13:43:33;52.5034;16.397;65;33;309;Clb=-4.4m/s p=965.1hPa t=6.6C h=75.2% 405.10MHz Type=RS41-SGP powerup=3h40m58s rx=405100(-1/5)
SP3QBA-14;V5241124;2024-04-16 13:43:32;52.5033;16.3968;66;33;314;Clb=-4.1m/s p=964.7hPa t=6.5C h=75.3% 405.10MHz Type=RS41-SGP TxOff=7h21m batt=2.7V powerup=3h40m57s rx=405100(-1/5)
SQ3KNO-15;V5241124;2024-04-16 13:43:31;52.5033;16.3967;64;31;317;Clb=-3.8m/s t=6.6C h=74.5% p=964.2hPa 405.100 MHz Type=RS41-SGP ser=V5241124 Radiosonde
