STATION;SONDE;DateTime;Latitude;Longitude;Course;Speed;Altitude;Description
HARRA2-14;V1010198;2024-02-10 19:07:23;52.346;17.0967;297;30;197;Clb=-7.6m/s p=975.1hPa t=8.4C h=95.5% 405.10MHz Type=RS41-SGP Szczegoly na http://radiosondy.info
SP3RAT-14;V1010198;2024-02-10 19:07:21;52.3459;17.097;293;28;219;Clb=-9.1m/s t=8.4C h=95.4% p=972.8hPa 405.100 MHz Type=RS41-SGP ser=V1010198 Radiosonde
HARRA2-14;V1010198;2024-02-10 19:07:17;52.3458;17.0974;305;39;246;Clb=-9.9m/s p=969.2hPa t=8.5C h=95.3% 405.10MHz Type=RS41-SGP batt=2.6V Szczegoly na http://radiosondy.info
HARRA2-14;V1010198;2024-02-10 19:07:11;52.3455;17.0981;316;41;299;Clb=-8.4m/s p=963.1hPa t=8.9C h=93.5% 405.10MHz Type=RS41-SGP Szczegoly na http://radiosondy.info
SP3QBA-14;V1010198;2024-02-10 19:07:07;52.3452;17.0986;320;43;334;Clb=-9.7m/s p=959.3hPa t=9.1C h=91.4% 405.10MHz Type=RS41-SGP OG=216m dist=66.429 powerup=2h55m21s rx=405100(+0/5)
SP3WRO-14;V1010198;2024-02-10 19:07:06;52.3452;17.0986;320;43;334;Clb=-9.8m/s p=959.4hPa t=9.1C h=91.0% 405.100MHz Type=RS41-SGP TxOff=7h45m rdzTTGOsonde
HARRA2-14;V1010198;2024-02-10 19:07:05;52.345;17.0988;321;44;353;Clb=-8.8m/s p=957.2hPa t=9.2C h=89.6% 405.10MHz Type=RS41-SGP Szczegoly na http://radiosondy.info
SP3QBA-14;V1010198;2024-02-10 19:07:04;52.3449;17.0989;320;43;361;Clb=-6.2m/s p=956.4hPa t=9.2C h=89.2% 405.10MHz Type=RS41-SGP OG=242m dist=66.460 powerup=2h55m18s rx=405100(+0/5)
SP3QBA-14;V1010198;2024-02-10 19:07:03;52.3449;17.099;321;46;367;Clb=-7.3m/s p=955.4hPa t=9.3C h=88.6% 405.10MHz Type=RS41-SGP batt=2.6V OG=248m dist=66.471 powerup=2h55m17s rx=405100(+0/5)
SP3QBA-14;V1010198;2024-02-10 19:07:02;52.3448;17.0991;322;41;375;Clb=-9.5m/s p=954.5hPa t=9.5C h=85.7% 405.10MHz Type=RS41-SGP TxOff=7h45m OG=256m dist=66.481 powerup=2h55m16s rx=405100(+0/5)
SP3QBA-14;V1010198;2024-02-10 19:07:01;52.3447;17.0993;323;43;383;Clb=-7.7m/s p=953.7hPa t=9.4C h=86.1% 405.10MHz Type=RS41-SGP OG=265m dist=66.492 powerup=2h55m15s rx=405100(+0/5)
SP3QBA-14;V1010198;2024-02-10 19:07:00;52.3446;17.0994;325;43;391;Clb=-8.9m/s p=952.7hPa t=9.4C h=86.4% 405.10MHz Type=RS41-SGP batt=2.6V OG=274m dist=66.502 powerup=2h55m14s rx=405100(+0/5)
HARRA2-14;V1010198;2024-02-10 19:06:59;52.3445;17.0995;325;41;400;Clb=-9.2m/s p=951.8hPa t=9.4C h=86.4% 405.10MHz Type=RS41-SGP batt=2.6V Szczegoly na http://radiosondy.info
SP3QBA-14;V1010198;2024-02-10 19:06:58;52.3444;17.0996;327;41;409;Clb=-9.1m/s p=950.6hPa t=9.3C h=86.5% 405.10MHz Type=RS41-SGP OG=292m dist=66.524 powerup=2h55m12s rx=405100(+0/5)
SP3QBA-14;V1010198;2024-02-10 19:06:57;52.3443;17.0996;327;41;418;Clb=-8.0m/s p=949.7hPa t=9.3C h=86.4% 405.10MHz Type=RS41-SGP batt=2.6V OG=301m dist=66.534 powerup=2h55m11s rx=405100(+0/5)
SP3QBA-14;V1010198;2024-02-10 19:06:56;52.3443;17.0997;327;41;426;Clb=-6.0m/s p=948.9hPa t=9.3C h=86.7% 405.10MHz Type=RS41-SGP OG=308m dist=66.544 powerup=2h55m10s rx=405100(+0/5)
SP3QBA-14;V1010198;2024-02-10 19:06:55;52.3442;17.0998;329;41;433;Clb=-8.0m/s p=948.2hPa t=9.3C h=86.0% 405.10MHz Type=RS41-SGP OG=315m dist=66.554 powerup=2h55m09s rx=405100(+0/5)
SP3QBA-14;V1010198;2024-02-10 19:06:54;52.3441;17.0999;328;41;440;Clb=-7.5m/s p=947.2hPa t=9.2C h=86.1% 405.10MHz Type=RS41-SGP TxOff=7h45m batt=2.6V OG=322m dist=66.565 powerup=2h55m08s rx=405100(+0/5)
HARRA2-14;V1010198;2024-02-10 19:06:53;52.344;17.1;327;41;448;Clb=-7.7m/s p=946.3hPa t=9.1C h=86.5% 405.10MHz Type=RS41-SGP TxOff=7h45m Szczegoly na http://radiosondy.info
SP3QBA-14;V1010198;2024-02-10 19:06:52;52.3439;17.1001;328;41;454;Clb=-5.2m/s p=945.3hPa t=9.1C h=86.6% 405.10MHz Type=RS41-SGP OG=336m dist=66.586 powerup=2h55m06s rx=405100(+0/5)
SP3QBA-14;V1010198;2024-02-10 19:06:51;52.3438;17.1002;326;41;461;Clb=-7.7m/s p=944.5hPa t=9.1C h=86.7% 405.10MHz Type=RS41-SGP batt=2.6V OG=342m dist=66.597 powerup=2h55m05s rx=405100(+0/5)
SP3QBA-14;V1010198;2024-02-10 19:06:50;52.3438;17.1003;325;41;469;Clb=-9.6m/s p=943.9hPa t=9.0C h=85.7% 405.10MHz Type=RS41-SGP OG=351m dist=66.607 powerup=2h55m04s rx=405100(+0/5)
KMP56-14;V1010198;2024-02-10 19:06:49;52.3437;17.1004;325;39;478;Clb=-9.3m/s t=9.0C h=84.7% p=942.9hPa 405.100 MHz Type=RS41-SGP ser=V1010198 Radiosonde
SP3QBA-14;V1010198;2024-02-10 19:06:48;52.3436;17.1005;327;39;488;Clb=-9.4m/s p=941.8hPa t=8.9C h=85.1% 405.10MHz Type=RS41-SGP batt=2.6V OG=369m dist=66.628 powerup=2h55m02s rx=405100(-1/5)
HARRA2-14;V1010198;2024-02-10 19:06:47;52.3435;17.1006;327;39;497;Clb=-9.6m/s p=940.6hPa t=8.9C h=85.0% 405.10MHz Type=RS41-SGP Szczegoly na http://radiosondy.info
SP3QBA-14;V1010198;2024-02-10 19:06:46;52.3434;17.1007;329;41;505;Clb=-6.8m/s p=939.7hPa t=8.8C h=85.5% 405.10MHz Type=RS41-SGP TxOff=7h45m OG=387m dist=66.649 powerup=2h55m00s rx=405100(-1/5)
