STATION;SONDE;DateTime;Latitude;Longitude;Course;Speed;Altitude;Description
SP3RAT-14;V2350507;2024-04-15 07:34:46;52.195;17.2781;83;17;174;Clb=-4.4m/s t=7.1C h=81.2% p=994.2hPa 405.100 MHz Type=RS41-SGP ser=V2350507 Radiosonde
SP3RAT-14;V2350507;2024-04-15 07:34:15;52.195;17.2779;26;11;203;Clb=-4.6m/s t=6.9C h=82.4% p=990.3hPa 405.100 MHz Type=RS41-SGP ser=V2350507 Radiosonde
SP3CET;V2350507;2024-04-15 07:34:13;52.1946;17.2772;76;11;249;Clb=-3.9m/s t=6.5C h=83.5% p=984.7hPa 405.102 MHz Type=RS41-SGP ser=V2350507 Radiosonde
SP3RAT-14;V2350507;2024-04-15 07:33:44;52.1939;17.276;54;11;328;Clb=-4.2m/s t=5.7C h=84.7% p=975.2hPa 405.100 MHz Type=RS41-SGP ser=V2350507 Radiosonde
SP3CET;V2350507;2024-04-15 07:33:42;52.1939;17.2759;33;13;336;Clb=-4.2m/s t=5.7C h=84.8% p=974.3hPa 405.102 MHz Type=RS41-SGP ser=V2350507 Radiosonde
SQ3H-17;V2350507;2024-04-15 07:33:17;52.1929;17.2746;53;28;446;Clb=-4.5m/s t=4.6C h=92.8% p=961.7hPa 405.100 MHz Type=RS41-SGP ser=V2350507 Radiosonde
SP3RAT-14;V2350507;2024-04-15 07:33:13;52.1928;17.2741;80;22;468;Clb=-4.4m/s t=4.7C h=87.1% p=959.0hPa 405.100 MHz Type=RS41-SGP ser=V2350507 Radiosonde
SP3CET;V2350507;2024-04-15 07:33:11;52.1928;17.274;79;20;472;Clb=-4.5m/s t=4.6C h=86.5% p=958.5hPa 405.102 MHz Type=RS41-SGP ser=V2350507 Radiosonde
SP3WRO-14;V2350507;2024-04-15 07:33:00;52.1927;17.2733;66;15;514;Clb=-4.2m/s p=953.7hPa t=4.7C h=75.9% 405.100MHz Type=RS41-SGP TxOff=7h31m rdzTTGOsonde
SP3RNZ-15;V2350507;2024-04-15 07:32:50;52.1923;17.2724;76;30;558;Clb=-3.9m/s t=4.4C h=76.1% p=948.4hPa 405.101 MHz Type=RS41-SGP ser=V2350507 Radiosonde
SQ3H-17;V2350507;2024-04-15 07:32:46;52.1923;17.2719;90;24;574;Clb=-4.0m/s t=4.4C h=75.3% p=946.6hPa 405.100 MHz Type=RS41-SGP ser=V2350507 Radiosonde
SP3RAT-14;V2350507;2024-04-15 07:32:42;52.1923;17.2715;86;17;594;Clb=-4.2m/s t=4.3C h=75.1% p=944.4hPa 405.100 MHz Type=RS41-SGP ser=V2350507 Radiosonde
SP3CET;V2350507;2024-04-15 07:32:40;52.1923;17.2714;86;15;598;Clb=-4.3m/s t=4.3C h=75.1% p=943.8hPa 405.102 MHz Type=RS41-SGP ser=V2350507 Radiosonde
SQ3KNO-15;V2350507;2024-04-15 07:32:38;52.1923;17.2712;82;15;611;Clb=-4.0m/s t=4.2C h=75.5% p=942.4hPa 405.100 MHz Type=RS41-SGP ser=V2350507 Radiosonde
SP3RNZ-15;V2350507;2024-04-15 07:32:19;52.1919;17.2698;77;28;684;Clb=-4.2m/s t=3.7C h=76.5% p=934.1hPa 405.101 MHz Type=RS41-SGP ser=V2350507 Radiosonde
SQ3H-17;V2350507;2024-04-15 07:32:15;52.1919;17.2694;84;26;700;Clb=-4.1m/s t=3.6C h=76.5% p=932.2hPa 405.100 MHz Type=RS41-SGP ser=V2350507 Radiosonde
SP3RAT-14;V2350507;2024-04-15 07:32:11;52.1919;17.2688;100;28;720;Clb=-3.8m/s t=3.4C h=76.9% p=930.0hPa 405.100 MHz Type=RS41-SGP ser=V2350507 Radiosonde
SP3CET;V2350507;2024-04-15 07:32:09;52.1919;17.2687;101;28;724;Clb=-4.0m/s t=3.4C h=77.1% p=929.6hPa 405.102 MHz Type=RS41-SGP ser=V2350507 Radiosonde
SQ3KNO-15;V2350507;2024-04-15 07:32:07;52.192;17.2684;109;28;736;Clb=-3.7m/s t=3.3C h=76.9% p=928.3hPa 405.100 MHz Type=RS41-SGP ser=V2350507 Radiosonde
SP3WRO-14;V2350507;2024-04-15 07:31:58;52.1921;17.2677;119;22;761;Clb=-3.3m/s p=925.0hPa t=3.1C h=77.5% 405.100MHz Type=RS41-SGP TxOff=7h31m rdzTTGOsonde
SP3QBA-14;V2350507;2024-04-15 07:31:52;52.1922;17.2672;81;22;787;Clb=-4.2m/s p=921.9hPa t=2.9C h=79.7% 405.10MHz Type=RS41-SGP powerup=3h24m48s rx=405100(-1/5)
SP3QBA-14;V2350507;2024-04-15 07:31:50;52.1922;17.267;87;28;795;Clb=-4.0m/s p=921.0hPa t=2.9C h=79.5% 405.10MHz Type=RS41-SGP powerup=3h24m46s rx=405100(+0/5)
SP3RNZ-15;V2350507;2024-04-15 07:31:48;52.1922;17.2667;95;30;803;Clb=-4.2m/s t=2.9C h=77.5% p=920.1hPa 405.101 MHz Type=RS41-SGP ser=V2350507 Radiosonde
KMP56-14;V2350507;2024-04-15 07:31:47;52.1922;17.2666;99;30;807;Clb=-4.1m/s t=2.9C h=77.6% p=919.7hPa 405.100 MHz Type=RS41-SGP ser=V2350507 Radiosonde
SP3QBA-14;V2350507;2024-04-15 07:31:46;52.1922;17.2665;101;31;811;Clb=-4.4m/s p=919.2hPa t=2.8C h=79.8% 405.10MHz Type=RS41-SGP powerup=3h24m42s rx=405100(+0/5)
SP3QBA-14;V2350507;2024-04-15 07:31:44;52.1922;17.2663;112;31;819;Clb=-4.0m/s p=918.3hPa t=2.7C h=80.3% 405.10MHz Type=RS41-SGP powerup=3h24m40s rx=405100(+0/5)
SP3QBA-14;V2350507;2024-04-15 07:31:42;52.1923;17.266;121;28;827;Clb=-3.9m/s p=917.3hPa t=2.7C h=80.5% 405.10MHz Type=RS41-SGP batt=2.7V powerup=3h24m38s rx=405100(+0/5)
SP3QBA-14;V2350507;2024-04-15 07:31:40;52.1924;17.2659;126;20;835;Clb=-3.7m/s p=916.5hPa t=2.6C h=80.7% 405.10MHz Type=RS41-SGP powerup=3h24m36s rx=405100(+0/5)
SP3CET;V2350507;2024-04-15 07:31:38;52.1924;17.2657;109;15;842;Clb=-3.7m/s t=2.6C h=78.2% p=915.7hPa 405.102 MHz Type=RS41-SGP ser=V2350507 Radiosonde
SP3WRO-14;V2350507;2024-04-15 07:31:37;52.1924;17.2657;110;17;842;Clb=-3.7m/s p=915.7hPa t=2.6C h=78.2% 405.100MHz Type=RS41-SGP TxOff=7h32m rdzTTGOsonde
SP3QBA-14;V2350507;2024-04-15 07:31:36;52.1924;17.2656;89;20;849;Clb=-4.1m/s p=914.9hPa t=2.5C h=80.4% 405.10MHz Type=RS41-SGP batt=2.7V powerup=3h24m32s rx=405100(+0/5)
SP3QBA-14;V2350507;2024-04-15 07:31:34;52.1924;17.2654;87;26;857;Clb=-4.0m/s p=914.1hPa t=2.5C h=80.3% 405.10MHz Type=RS41-SGP powerup=3h24m30s rx=405100(+0/5)
HARRA2-14;V2350507;2024-04-15 07:31:32;52.1924;17.2652;96;31;865;Clb=-3.9m/s p=913.2hPa t=2.4C h=80.4% 405.10MHz Type=RS41-SGP TxOff=7h32m batt=2.7V Szczegoly na http://radiosondy.info
SP3QBA-14;V2350507;2024-04-15 07:31:31;52.1925;17.2651;101;31;868;Clb=-3.7m/s p=912.7hPa t=2.4C h=80.6% 405.10MHz Type=RS41-SGP TxOff=7h32m powerup=3h24m27s rx=405100(+0/5)
SP3QBA-14;V2350507;2024-04-15 07:31:29;52.1925;17.2648;113;31;876;Clb=-3.9m/s p=911.8hPa t=2.3C h=80.8% 405.10MHz Type=RS41-SGP batt=2.7V powerup=3h24m25s rx=405100(+0/5)
SP3QBA-14;V2350507;2024-04-15 07:31:27;52.1926;17.2646;121;30;884;Clb=-3.9m/s p=911.0hPa t=2.3C h=81.1% 405.10MHz Type=RS41-SGP powerup=3h24m23s rx=405100(+0/5)
HARRA2-14;V2350507;2024-04-15 07:31:26;52.1926;17.2645;124;24;888;Clb=-4.1m/s p=910.6hPa t=2.2C h=81.2% 405.10MHz Type=RS41-SGP Szczegoly na http://radiosondy.info
SP3QBA-14;V2350507;2024-04-15 07:31:25;52.1926;17.2644;128;28;892;Clb=-4.0m/s p=910.1hPa t=2.2C h=81.6% 405.10MHz Type=RS41-SGP powerup=3h24m21s rx=405100(+0/5)
SP3QBA-14;V2350507;2024-04-15 07:31:23;52.1927;17.2642;131;24;899;Clb=-3.8m/s p=909.3hPa t=2.2C h=81.2% 405.10MHz Type=RS41-SGP batt=2.7V powerup=3h24m19s rx=405100(+0/5)
SP3QBA-14;V2350507;2024-04-15 07:31:21;52.1928;17.2641;131;20;907;Clb=-3.9m/s p=908.2hPa t=2.2C h=80.8% 405.10MHz Type=RS41-SGP powerup=3h24m17s rx=405100(+0/5)
SP3QBA-14;V2350507;2024-04-15 07:31:19;52.1929;17.264;129;19;915;Clb=-4.0m/s p=907.5hPa t=2.1C h=80.4% 405.10MHz Type=RS41-SGP powerup=3h24m15s rx=405100(+0/5)
HARRA2-14;V2350507;2024-04-15 07:31:18;52.1929;17.2639;126;19;919;Clb=-3.9m/s p=907.0hPa t=2.1C h=80.3% 405.10MHz Type=RS41-SGP Szczegoly na http://radiosondy.info
SP3RNZ-15;V2350507;2024-04-15 07:31:17;52.1929;17.2639;119;17;923;Clb=-4.1m/s t=2.2C h=77.9% p=906.6hPa 405.101 MHz Type=RS41-SGP ser=V2350507 Radiosonde
SP3WRO-14;V2350507;2024-04-15 07:31:16;52.1929;17.2639;121;17;923;Clb=-4.1m/s p=906.6hPa t=2.2C h=77.9% 405.100MHz Type=RS41-SGP TxOff=7h32m rdzTTGOsonde
SP3QBA-14;V2350507;2024-04-15 07:31:15;52.193;17.2637;102;22;931;Clb=-4.0m/s p=905.8hPa t=2.1C h=80.1% 405.10MHz Type=RS41-SGP TxOff=7h32m powerup=3h24m11s rx=405100(+0/5)
SQ3H-17;V2350507;2024-04-15 07:31:13;52.193;17.2635;97;26;942;Clb=-3.7m/s t=2.1C h=77.7% p=904.4hPa 405.100 MHz Type=RS41-SGP ser=V2350507 Radiosonde
HARRA2-14;V2350507;2024-04-15 07:31:12;52.193;17.2635;98;30;942;Clb=-3.6m/s p=904.4hPa t=2.0C h=80.0% 405.10MHz Type=RS41-SGP batt=2.7V Szczegoly na http://radiosondy.info
SP3QBA-14;V2350507;2024-04-15 07:31:11;52.193;17.2634;103;30;945;Clb=-3.9m/s p=904.1hPa t=2.0C h=79.9% 405.10MHz Type=RS41-SGP powerup=3h24m07s rx=405100(+0/5)
