STATION;SONDE;DateTime;Latitude;Longitude;Course;Speed;Altitude;Description
DH2UAI-14;V3640890;2024-06-13 13:26:07;52.3876;14.6091;55;15;455;Clb=-9.6m/s 405.10MHz Type=RS41 BK=Off Details zu http://radiosondy.info
DH2UAI-14;V3640890;2024-06-13 13:26:02;52.3875;14.6088;56;15;498;Clb=-8.9m/s 405.10MHz Type=RS41 BK=Off Details zu http://radiosondy.info
DH2UAI-14;V3640890;2024-06-13 13:25:58;52.3875;14.6086;77;15;540;Clb=-9.4m/s 405.10MHz Type=RS41 BK=Off Details zu http://radiosondy.info
SONDE2-11;V3640890;2024-06-13 13:25:55;52.3874;14.6085;67;15;557;Clb=-8.6m/s p=955.7hPa t=10.9C h=59.7% 405.10MHz Type=RS41-SGP TxOff=7h48m batt=2.6V OG=502m powerup=3h16m15s
DH2UAI-14;V3640890;2024-06-13 13:25:52;52.3874;14.6083;88;17;581;Clb=-8.8m/s 405.10MHz Type=RS41 BK=Off Details zu http://radiosondy.info
SONDE2-11;V3640890;2024-06-13 13:25:49;52.3874;14.6081;81;17;607;Clb=-8.2m/s p=949.8hPa t=10.5C h=60.4% 405.10MHz Type=RS41-SGP OG=551m powerup=3h16m09s
DH2UAI-14;V3640890;2024-06-13 13:25:47;52.3874;14.608;81;17;624;Clb=-7.7m/s 405.10MHz Type=RS41 BK=Off Details zu http://radiosondy.info
SONDE2-11;V3640890;2024-06-13 13:25:44;52.3874;14.6078;86;17;651;Clb=-6.6m/s p=944.6hPa t=10.2C h=59.0% 405.10MHz Type=RS41-SGP OG=595m powerup=3h16m04s
DH2UAI-14;V3640890;2024-06-13 13:25:42;52.3873;14.6077;90;17;666;Clb=-11.0m/s 405.10MHz Type=RS41 BK=Off Details zu http://radiosondy.info
SONDE2-11;V3640890;2024-06-13 13:25:39;52.3873;14.6075;93;19;695;Clb=-10.8m/s p=940.1hPa t=9.9C h=58.3% 405.10MHz Type=RS41-SGP batt=2.7V OG=639m powerup=3h15m59s
DH2UAI-14;V3640890;2024-06-13 13:25:37;52.3873;14.6073;90;19;713;Clb=-8.5m/s 405.10MHz Type=RS41 BK=Off Details zu http://radiosondy.info
EDDB2-11;V3640890;2024-06-13 13:25:36;52.3873;14.6072;94;17;731;Clb=-9.8m/s t=9.7C h=57.4% p=936.0hPa 405.100 MHz Type=RS41-SGP ser=V3640890 Radiosonde
SONDE2-11;V3640890;2024-06-13 13:25:34;52.3873;14.6071;92;19;741;Clb=-8.7m/s p=934.8hPa t=9.6C h=57.6% 405.10MHz Type=RS41-SGP OG=685m powerup=3h15m54s
DH2UAI-14;V3640890;2024-06-13 13:25:32;52.3873;14.607;93;19;758;Clb=-9.7m/s 405.10MHz Type=RS41 BK=Off Details zu http://radiosondy.info
SONDE2-11;V3640890;2024-06-13 13:25:29;52.3874;14.6067;99;19;784;Clb=-8.9m/s p=930.2hPa t=9.2C h=59.8% 405.10MHz Type=RS41-SGP OG=729m powerup=3h15m49s
DH2UAI-14;V3640890;2024-06-13 13:25:27;52.3874;14.6066;89;19;801;Clb=-9.3m/s 405.10MHz Type=RS41 BK=Off Details zu http://radiosondy.info
SONDE2-11;V3640890;2024-06-13 13:25:24;52.3874;14.6064;96;19;827;Clb=-9.1m/s p=925.0hPa t=8.8C h=61.4% 405.10MHz Type=RS41-SGP batt=2.7V OG=773m powerup=3h15m44s
DH2UAI-14;V3640890;2024-06-13 13:25:22;52.3874;14.6062;102;20;845;Clb=-8.6m/s 405.10MHz Type=RS41 BK=Off Details zu http://radiosondy.info
SONDE2-11;V3640890;2024-06-13 13:25:19;52.3874;14.606;94;20;871;Clb=-8.8m/s p=920.3hPa t=8.4C h=62.7% 405.10MHz Type=RS41-SGP OG=816m powerup=3h15m39s
DH2UAI-14;V3640890;2024-06-13 13:25:18;52.3874;14.6058;99;20;889;Clb=-8.8m/s 405.10MHz Type=RS41 BK=Off Details zu http://radiosondy.info
SONDE2-11;V3640890;2024-06-13 13:25:15;52.3874;14.6056;93;20;915;Clb=-8.4m/s p=915.4hPa t=8.0C h=64.3% 405.10MHz Type=RS41-SGP TxOff=7h48m OG=859m powerup=3h15m34s
DH2UAI-14;V3640890;2024-06-13 13:25:12;52.3874;14.6054;94;20;931;Clb=-7.9m/s 405.10MHz Type=RS41 BK=Off Details zu http://radiosondy.info
SONDE2-11;V3640890;2024-06-13 13:25:09;52.3874;14.6052;91;20;957;Clb=-9.7m/s p=910.8hPa t=7.7C h=63.0% 405.10MHz Type=RS41-SGP batt=2.7V OG=901m powerup=3h15m29s
SONDE2-11;V3640890;2024-06-13 13:25:04;52.3874;14.6047;94;22;997;Clb=-9.6m/s p=906.2hPa t=7.3C h=63.7% 405.10MHz Type=RS41-SGP OG=941m powerup=3h15m24s
SONDE2-11;V3640890;2024-06-13 13:25:00;52.3874;14.6043;93;22;1040;Clb=-9.1m/s p=901.8hPa t=6.9C h=65.1% 405.10MHz Type=RS41-SGP OG=984m powerup=3h15m19s
SONDE2-11;V3640890;2024-06-13 13:24:54;52.3874;14.6038;96;22;1087;Clb=-9.0m/s p=896.4hPa t=6.5C h=65.9% 405.10MHz Type=RS41-SGP batt=2.7V OG=1032m powerup=3h15m14s
SONDE2-11;V3640890;2024-06-13 13:24:49;52.3875;14.6034;97;22;1131;Clb=-8.9m/s p=891.8hPa t=6.1C h=67.6% 405.10MHz Type=RS41-SGP OG=1076m powerup=3h15m09s
SONDE2-11;V3640890;2024-06-13 13:24:44;52.3875;14.6029;106;22;1177;Clb=-10.5m/s p=887.1hPa t=5.7C h=66.2% 405.10MHz Type=RS41-SGP OG=1123m powerup=3h15m04s
SONDE2-11;V3640890;2024-06-13 13:24:39;52.3876;14.6025;99;26;1221;Clb=-6.2m/s p=881.7hPa t=5.3C h=67.4% 405.10MHz Type=RS41-SGP batt=2.7V OG=1167m powerup=3h14m59s
SONDE2-11;V3640890;2024-06-13 13:24:34;52.3876;14.602;98;26;1262;Clb=-10.3m/s p=877.5hPa t=4.9C h=69.3% 405.10MHz Type=RS41-SGP TxOff=7h49m OG=1207m powerup=3h14m54s
SONDE2-11;V3640890;2024-06-13 13:24:29;52.3877;14.6014;103;26;1307;Clb=-9.2m/s p=872.7hPa t=4.7C h=69.5% 405.10MHz Type=RS41-SGP OG=1251m powerup=3h14m49s
SONDE2-11;V3640890;2024-06-13 13:24:24;52.3878;14.6009;102;26;1349;Clb=-8.2m/s p=868.2hPa t=4.3C h=69.5% 405.10MHz Type=RS41-SGP batt=2.7V OG=1292m powerup=3h14m44s
SP1JT-20;V3640890;2024-06-13 13:24:23;52.3878;14.6007;100;26;1364;Clb=-10.0m/s p=866.7hPa t=4.3C h=69.5% 405.100MHz Type=RS41-SGP rdzTTGOsonde
SP1JT-20;V3640890;2024-06-13 13:24:22;52.3878;14.6006;101;24;1372;Clb=-5.7m/s p=865.6hPa t=4.2C h=70.7% 405.100MHz Type=RS41-SGP rdzTTGOsonde
SONDE2-11;V3640890;2024-06-13 13:24:21;52.3878;14.6004;103;26;1387;Clb=-7.2m/s p=863.8hPa t=4.0C h=71.0% 405.10MHz Type=RS41-SGP OG=1330m powerup=3h14m39s
