STATION;SONDE;DateTime;Latitude;Longitude;Course;Speed;Altitude;Description
SQ3RAX-14;V2411341;2024-05-06 14:01:43;52.2428;16.5454;61;24;142;Clb=-4.9m/s t=17.3C h=49.5% p=993.2hPa 405.100 MHz Type=RS41-SGP ser=V2411341 Radiosonde
SQ3RAX-15;V2411341;2024-05-06 14:01:25;52.2427;16.5451;52;26;160;Clb=-4.6m/s p=991.3hPa t=16.9C h=49.2% 405.100MHz Type=RS41-SGP TxOff=7h6m rdzTTGOsonde
HARRA2-14;V2411341;2024-05-06 14:01:14;52.2423;16.5446;77;11;198;Clb=-3.7m/s p=987.4hPa t=16.2C h=49.4% 405.10MHz Type=RS41-SGP Szczegoly na http://radiosondy.info
SQ3RAX-14;V2411341;2024-05-06 14:01:12;52.2423;16.5445;91;11;208;Clb=-3.9m/s t=16.2C h=50.2% p=986.2hPa 405.100 MHz Type=RS41-SGP ser=V2411341 Radiosonde
HARRA2-14;V2411341;2024-05-06 14:01:08;52.2423;16.5443;94;19;219;Clb=-4.6m/s p=984.9hPa t=16.1C h=50.8% 405.10MHz Type=RS41-SGP Szczegoly na http://radiosondy.info
SQ3RAX-15;V2411341;2024-05-06 14:01:04;52.2423;16.544;67;22;233;Clb=-3.9m/s p=983.7hPa t=16.0C h=50.8% 405.100MHz Type=RS41-SGP TxOff=7h7m rdzTTGOsonde
HARRA2-14;V2411341;2024-05-06 14:01:02;52.2422;16.5438;63;26;240;Clb=-3.5m/s p=982.8hPa t=15.9C h=50.9% 405.10MHz Type=RS41-SGP batt=2.7V Szczegoly na http://radiosondy.info
HARRA2-14;V2411341;2024-05-06 14:00:56;52.2419;16.5433;34;24;260;Clb=-3.3m/s p=981.0hPa t=15.7C h=51.6% 405.10MHz Type=RS41-SGP Szczegoly na http://radiosondy.info
HARRA2-14;V2411341;2024-05-06 14:00:50;52.2417;16.543;33;15;276;Clb=-1.7m/s p=979.4hPa t=15.5C h=51.7% 405.10MHz Type=RS41-SGP Szczegoly na http://radiosondy.info
HARRA2-14;V2411341;2024-05-06 14:00:44;52.2415;16.5427;73;22;290;Clb=-2.8m/s p=978.0hPa t=15.4C h=52.0% 405.10MHz Type=RS41-SGP TxOff=7h06m batt=2.7V Szczegoly na http://radiosondy.info
SP3CET;V2411341;2024-05-06 14:00:43;52.2415;16.5426;74;24;297;Clb=-2.8m/s t=15.4C h=51.5% p=977.4hPa 405.102 MHz Type=RS41-SGP ser=V2411341 Radiosonde
SQ3H-17;V2411341;2024-05-06 14:00:40;52.2413;16.5408;70;31;335;Clb=-1.8m/s t=15.0C h=53.3% p=972.2hPa 405.100 MHz Type=RS41-SGP ser=V2411341 Radiosonde
SQ3RAX-15;V2411341;2024-05-06 14:00:22;52.2411;16.5403;52;35;342;Clb=-1.7m/s p=970.8hPa t=14.9C h=54.1% 405.100MHz Type=RS41-SGP TxOff=7h8m rdzTTGOsonde
SQ3RAX-14;V2411341;2024-05-06 14:00:10;52.2407;16.5395;95;15;367;Clb=-2.7m/s t=14.5C h=54.0% p=967.3hPa 405.100 MHz Type=RS41-SGP ser=V2411341 Radiosonde
SQ3H-17;V2411341;2024-05-06 14:00:09;52.2407;16.5394;85;20;371;Clb=-2.0m/s t=14.5C h=55.2% p=966.6hPa 405.100 MHz Type=RS41-SGP ser=V2411341 Radiosonde
SQ3RAX-15;V2411341;2024-05-06 14:00:02;52.2406;16.5388;64;31;382;Clb=-3.1m/s p=965.4hPa t=14.4C h=54.4% 405.100MHz Type=RS41-SGP TxOff=7h8m rdzTTGOsonde
SQ3RAX-15;V2411341;2024-05-06 13:59:41;52.2399;16.5371;81;30;424;Clb=-2.7m/s p=961.1hPa t=14.0C h=55.1% 405.100MHz Type=RS41-SGP TxOff=7h8m rdzTTGOsonde
SQ3RAX-14;V2411341;2024-05-06 13:59:39;52.2398;16.5368;66;35;430;Clb=-2.7m/s t=13.9C h=55.4% p=960.4hPa 405.100 MHz Type=RS41-SGP ser=V2411341 Radiosonde
SQ3H-17;V2411341;2024-05-06 13:59:38;52.2398;16.5366;66;31;433;Clb=-3.3m/s t=13.9C h=55.3% p=960.1hPa 405.100 MHz Type=RS41-SGP ser=V2411341 Radiosonde
SQ3RAX-15;V2411341;2024-05-06 13:59:21;52.2392;16.5354;88;15;491;Clb=-4.0m/s p=954.3hPa t=13.4C h=57.0% 405.100MHz Type=RS41-SGP TxOff=7h8m rdzTTGOsonde
SQ3RAX-14;V2411341;2024-05-06 13:59:08;52.2388;16.5341;38;28;538;Clb=-2.5m/s t=12.9C h=58.4% p=949.4hPa 405.100 MHz Type=RS41-SGP ser=V2411341 Radiosonde
SQ3H-17;V2411341;2024-05-06 13:59:07;52.2388;16.5341;30;22;541;Clb=-2.4m/s t=12.9C h=58.4% p=949.2hPa 405.100 MHz Type=RS41-SGP ser=V2411341 Radiosonde
SQ3RAX-15;V2411341;2024-05-06 13:59:01;52.2386;16.5339;47;15;554;Clb=-2.3m/s p=947.4hPa t=12.8C h=58.8% 405.100MHz Type=RS41-SGP TxOff=7h8m rdzTTGOsonde
SQ3RAX-15;V2411341;2024-05-06 13:58:40;52.2382;16.5322;35;20;604;Clb=-1.7m/s p=942.0hPa t=12.3C h=60.3% 405.100MHz Type=RS41-SGP TxOff=7h9m rdzTTGOsonde
SQ3RAX-14;V2411341;2024-05-06 13:58:36;52.2381;16.5321;30;11;609;Clb=-2.1m/s t=12.2C h=60.7% p=941.0hPa 405.100 MHz Type=RS41-SGP ser=V2411341 Radiosonde
HARRA2-14;V2411341;2024-05-06 13:58:28;52.2381;16.5318;112;20;628;Clb=-2.5m/s p=938.4hPa t=12.0C h=62.0% 405.10MHz Type=RS41-SGP Szczegoly na http://radiosondy.info
HARRA2-14;V2411341;2024-05-06 13:58:22;52.2382;16.5313;92;24;642;Clb=-2.3m/s p=936.5hPa t=11.8C h=62.3% 405.10MHz Type=RS41-SGP batt=2.7V Szczegoly na http://radiosondy.info
SQ3RAX-15;V2411341;2024-05-06 13:58:19;52.2382;16.531;71;26;649;Clb=-2.6m/s p=935.7hPa t=11.8C h=62.0% 405.100MHz Type=RS41-SGP TxOff=7h9m rdzTTGOsonde
HARRA2-14;V2411341;2024-05-06 13:58:14;52.238;16.5307;45;13;662;Clb=-2.7m/s p=934.1hPa t=11.6C h=62.9% 405.10MHz Type=RS41-SGP Szczegoly na http://radiosondy.info
HARRA2-14;V2411341;2024-05-06 13:58:08;52.2379;16.5305;65;6;676;Clb=-2.4m/s p=932.5hPa t=11.5C h=63.5% 405.10MHz Type=RS41-SGP Szczegoly na http://radiosondy.info
SQ3RAX-14;V2411341;2024-05-06 13:58:05;52.2379;16.5304;132;11;686;Clb=-2.6m/s t=11.5C h=63.7% p=931.3hPa 405.100 MHz Type=RS41-SGP ser=V2411341 Radiosonde
HARRA2-14;V2411341;2024-05-06 13:58:02;52.238;16.5303;122;22;691;Clb=-2.7m/s p=931.0hPa t=11.5C h=65.1% 405.10MHz Type=RS41-SGP batt=2.7V Szczegoly na http://radiosondy.info
SQ3RAX-15;V2411341;2024-05-06 13:57:58;52.238;16.53;93;24;700;Clb=-2.4m/s p=930.0hPa t=11.4C h=64.7% 405.100MHz Type=RS41-SGP TxOff=7h9m rdzTTGOsonde
HARRA2-14;V2411341;2024-05-06 13:57:54;52.238;16.5296;83;24;709;Clb=-3.1m/s p=928.8hPa t=11.3C h=65.8% 405.10MHz Type=RS41-SGP Szczegoly na http://radiosondy.info
HARRA2-14;V2411341;2024-05-06 13:57:48;52.2379;16.5291;57;11;725;Clb=-2.9m/s p=927.2hPa t=11.2C h=66.5% 405.10MHz Type=RS41-SGP TxOff=7h09m Szczegoly na http://radiosondy.info
